ranking_companies,unicorn,date_joined,country,city,industry,selected_investors,value,lat,lng,capital,population,id_city,year
363,Immutable,2022-03-07,Australia,Sydney,Fintech,"Fabric Ventures, AirTree Ventures, Temasek",2.5,-33.865,151.2094,admin,5312163.0,1036074917,2022
364,A24 Films,2022-03-09,United States,New York,Other,"Stripes Group, Neuberger Berman",2.5,40.6943,-73.9249,,18713220.0,1840034016,2022
365,SiFive,2022-03-16,United States,San Mateo,Hardware,"Sutter Hill Ventures, Osage University Partners, Spark Capital",2.5,37.5521,-122.3122,,104430.0,1840021551,2022
366,Games24x7,2022-03-30,India,Mumbai,Internet software & services,"Tiger Global Management, The Raine Group, Malabar Investments",2.5,18.9667,72.8333,admin,23355000.0,1356226629,2022
367,Fetch Rewards,2021-03-31,United States,Madison,E-commerce & direct-to-consumer,"Greycroft, Loeb.NYC, DST Global",2.5,43.0826,-89.3931,admin,447245.0,1840002915,2021
368,Coda Payments,2022-04-15,Singapore,Singapore,Fintech,"GIC. Apis Partners, Insight Partners",2.5,1.3,103.8,primary,5745000.0,1702341327,2022
369,Uala,2021-08-13,Argentina,Buenos Aires,Fintech,"Soros Fund Management, Ribbit Capital, Monashees+",2.45,-34.5997,-58.3819,primary,16157000.0,1032717330,2021
370,Mobile Premier League,2021-09-15,India,Bangalore,Internet software & services,"Sequoia Capital India, RTP Global, Go-Ventures",2.45,12.9699,77.598,admin,13707000.0,1356410365,2021
371,Cybereason,2019-08-06,United States,Boston,Cybersecurity,"SoftBank Group, CRV, Spark Capital",2.44,42.3188,-71.0846,admin,4688346.0,1840000455,2019
372,Cgtz,2017-02-21,China,Hangzhou,Fintech,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",2.41,30.25,120.1675,admin,6446000.0,1156275243,2017
373,Star Charge,2021-05-19,China,Changzhou,Auto & transportation,"Shunwei Capital Partners, China Media Group, Guangzhou Huiyin Aofeng Equity Investment Fund",2.41,31.8122,119.9692,minor,4592431.0,1156185511,2021
374,EquipmentShare,2020-05-01,United States,Columbia,Fintech,"Romulus Capital, Insight Partners, RedBird Capital Partners",2.41,34.0376,-80.9037,admin,560041.0,1840014730,2020
375,Carbon,2015-08-20,United States,Redwood City,Hardware,"Google Ventures, Sequoia Capital, Wakefield Group",2.4,37.5026,-122.2252,,85925.0,1840020304,2015
376,PolicyBazaar,2019-05-06,India,Gurgaon,Fintech,"Info Edge, Softbank Capital",2.4,28.45,77.02,,197340.0,1356836043,2019
377,Paxos,2021-04-29,United States,New York,Fintech,"Liberty City Ventures, RRE Ventures, Mithril Capital Management",2.4,40.6943,-73.9249,,18713220.0,1840034016,2021
378,Exabeam,2021-06-01,United States,Foster City,Cybersecurity,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners",2.4,37.5553,-122.2659,,33901.0,1840020302,2021
379,BitSight Technologies,2021-09-13,United States,Boston,Cybersecurity,"Menlo Ventures, GGV Capital, Flybridge Capital Partners",2.4,42.3188,-71.0846,admin,4688346.0,1840000455,2021
380,Trumid,2020-07-15,United States,New York,Fintech,"T. Rowe Price, Dragoneer Investment Group, BlackRock",2.4,40.6943,-73.9249,,18713220.0,1840034016,2020
381,ABL Space Systems,2021-03-25,United States,El Segundo,Other,"T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment",2.4,33.9169,-118.4021,,16610.0,1840020481,2021
382,HoneyBook,2021-05-04,United States,San Francisco,Internet software & services,"Norwest Venture Partners, Hillsven Capital, Aleph",2.4,37.7562,-122.443,,3592294.0,1840021543,2021
383,Beta Technologies,2022-04-19,United States,South Burlington,Other,"The Rise Fund, Fidelity Investments. RedBird Capital Partners",2.4,44.4622,-73.2203,,19509.0,1840002311,2022
384,Project44,2021-06-01,United States,Chicago,"Supply chain, logistics, & delivery","Emergence Capital Partners, 8VC, Chicago Ventures",2.62,41.8373,-87.6862,,8604203.0,1840000494,2021
385,Freenome,2020-08-26,United States,South San Francisco,Health,"Andreessen Horowitz, Data Collective, Roche Venture Fund",2.62,37.6536,-122.4197,,67789.0,1840021552,2020
386,Bought By Many,2021-06-01,United Kingdom,London,Fintech,"Octopus Ventures, Munich Re Ventures, CommerzVentures",2.35,51.5072,-0.1275,primary,10979000.0,1826645935,2021
387,Jobandtalent,2021-12-01,Spain,Madrid,Internet software & services,"Kibo Ventures, SoftBank Group, Atomico",2.35,40.4167,-3.7167,primary,6026000.0,1724616994,2021
388,WEMAKEPRICE,2015-09-09,"Korea, South",Seoul,E-commerce & direct-to-consumer,"IMM Investment, NXC",2.34,37.56,126.99,primary,21794000.0,1410836482,2015
389,Biren Technology,2020-08-18,China,Shanghai,Hardware,"V FUND, IDG Capital, Green Pine Capital Partners",2.32,31.1667,121.4667,admin,22120000.0,1156073548,2020
390,Voodoo,2020-08-17,France,Paris,Other,"Tencent Holdings, Goldman Sachs",2.31,48.8566,2.3522,primary,11020000.0,1250015082,2020
391,Uptake,2015-10-27,United States,Chicago,Artificial Intelligence,"Revolution, New Enterprise Associates, Caterpillar",2.3,41.8373,-87.6862,,8604203.0,1840000494,2015
392,Motive,2019-04-23,United States,San Francisco,"Supply chain, logistics, & delivery","Google Ventures, Index Ventures, Scale Venture Partners",2.85,37.7562,-122.443,,3592294.0,1840021543,2019
393,Skydance Media,2020-02-11,United States,Santa Monica,Other,"RedBird Capital Partners, CJ ENM, Tencent Holdings",2.3,34.0232,-118.4813,,90401.0,1840021866,2020
394,Greenlight,2020-09-24,United States,Atlanta,Fintech,"Relay Ventures, TTV Capital, Canapi Ventures",2.3,33.7627,-84.4224,admin,5449398.0,1840013660,2020
395,Bowery Farming,2021-05-25,United States,New York,Other,"Temasek, Google Ventures, General Catalyst",2.3,40.6943,-73.9249,,18713220.0,1840034016,2021
396,Odoo,2021-07-29,Belgium,Louvain-la-Neuve,Internet software & services,"Summit Partners, Noshaq, Sofinnova Partners",2.3,50.6696,4.6112,,31551.0,1056082103,2021
397,MoMo,2021-12-10,Vietnam,Ho Chi Minh City,Fintech,"Goodwater Capital, Warburg Pincus, GS Growth",2.27,10.8167,106.6333,admin,13312000.0,1704774326,2021
398,Zume,2018-11-01,United States,Mountain View,Consumer & retail,"Softbank Group, AME Cloud Ventures, SignalFire",2.25,37.4,-122.0796,,82739.0,1840020332,2018
399,Algolia,2021-07-28,United States,San Francisco,Internet software & services,"Accel, Alven Capital, Storm Ventures",2.25,37.7562,-122.443,,3592294.0,1840021543,2021
400,Pattern,2021-10-06,United States,Lehi,Internet software & services,"Knox Lane, Ainge Advisory, Carlson Private Capital Partners",2.25,40.4136,-111.8726,,69724.0,1840020168,2021
401,Newfront Insurance,2022-04-12,United States,San Francisco,Fintech,"Founders Fund, Meritech Capital Partners, GS Growth",2.2,37.7562,-122.443,,3592294.0,1840021543,2022
402,NuCom Group,2018-02-22,Germany,Unterfohring,Other,General Atlantic,2.2,48.1917,11.6528,,11296.0,1276741944,2018
403,MUSINSA,2019-11-11,"Korea, South",Seoul,E-commerce & direct-to-consumer,Sequoia Capital,2.2,37.56,126.99,primary,21794000.0,1410836482,2019
404,Current,2021-04-27,United States,New York,Fintech,"Expa, QED Investors, Foundation Capital",2.2,40.6943,-73.9249,,18713220.0,1840034016,2021
405,Bitso,2021-05-05,Mexico,Mexico City,Fintech,"Pantera Capital, QED Investors, Coinbase Ventures",2.2,19.4333,-99.1333,primary,20996000.0,1484247881,2021
406,Gympass,2019-06-12,United States,New York,Internet software & services,"General Atlantic, SoftBank Group, Atomico",2.2,40.6943,-73.9249,,18713220.0,1840034016,2019
407,Dialpad,2020-10-06,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Google Ventures, Section 32",2.2,37.7562,-122.443,,3592294.0,1840021543,2020
408,G7 Networks,2022-02-15,China,Beijing,"Supply chain, logistics, & delivery","Eastern Bell Capital 32, SDIC CMC Investment Management, Trustbridge Partners",2.2,39.905,116.3914,primary,19433000.0,1156228865,2022
409,BloomReach,2022-02-23,United States,Mountain View,Artificial Intelligence,"Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners",2.2,37.4,-122.0796,,82739.0,1840020332,2022
410,Motif FoodWorks,2021-06-16,United States,Boston,Consumer & retail,"General Atlantic, Breakthrough Energy Ventures, Viking Global Investors",2.2,42.3188,-71.0846,admin,4688346.0,1840000455,2021
411,Huaqin Telecom Technology,2019-10-08,China,Shanghai,Mobile & telecommunications,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital",2.19,31.1667,121.4667,admin,22120000.0,1156073548,2019
412,Accelerant,2022-01-12,United Kingdom,Colchester,Other,"Deer Park Road, Altamont Capital Partners, Eldridge",2.19,51.8917,0.903,,111921.0,1826545433,2022
413,Hesai Tech,2020-08-01,China,Shanghai,Artificial Intelligence,"Lightspeed China Partners, Baidu Ventures, Qiming Venture Partners",2.18,31.1667,121.4667,admin,22120000.0,1156073548,2020
414,YITU Technology,2018-03-08,China,Shanghai,Artificial Intelligence,"Sequoia Capital China, Banyan Capital",2.17,31.1667,121.4667,admin,22120000.0,1156073548,2018
415,Addepar,2021-06-15,United States,Mountain View,Fintech,"8VC, D1 Capital Partners, Sway Ventures",2.17,37.4,-122.0796,,82739.0,1840020332,2021
416,Qualia,2020-12-21,United States,San Francisco,Fintech,"8VC, Menlo Ventures, Tiger Global Management",2.17,37.7562,-122.443,,3592294.0,1840021543,2020
417,Neo4j,2021-06-17,United States,San Mateo,Data management & analytics,"Eight Roads Ventures, One Peak Partners, Creandum",2.0,37.5521,-122.3122,,104430.0,1840021551,2021
418,CloudWalk,2021-09-08,Brazil,Sao Paulo,Fintech,"Plug and Play Ventures, Valor Capital Group, DST Global",2.15,-23.5504,-46.6339,admin,22046000.0,1076532519,2021
419,CoinDCX,2021-08-10,India,Mumbai,Fintech,"Polychain Capital, Coinbase Ventures, Jump Capital",2.15,18.9667,72.8333,admin,23355000.0,1356226629,2021
420,FirstCry,2020-02-07,India,Pune,E-commerce & direct-to-consumer,"SoftBank Group, SAIF Partners India, Valiant Capital Partners",2.1,18.5196,73.8553,,7764000.0,1356081074,2020
421,Eightfold.ai,2020-10-27,United States,Santa Clara,Internet software & services,"Foundation Capital, Institutional Venture Partners, General Catalyst",2.1,37.3645,-121.968,,130365.0,1840021571,2020
422,Urban Company,2021-04-27,India,Gurgaon,E-commerce & direct-to-consumer,"VY Capital, Accel, Elevation Capital",2.1,28.45,77.02,,197340.0,1356836043,2021
423,ReCharge,2021-05-06,United States,Los Angeles,Fintech,"ICONIQ Growth, Bain Capital Ventures, Summit Partners",2.1,34.1139,-118.4068,,12750807.0,1840020491,2021
424,Moveworks,2021-06-30,United States,Mountain View,Artificial Intelligence,"Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers",2.1,37.4,-122.0796,,82739.0,1840020332,2021
425,Medable,2021-10-26,United States,Palo Alto,Internet software & services,"GSR Ventures, Sapphire Ventures, Streamlined Ventures",2.1,37.3913,-122.1468,,65364.0,1840020333,2021
426,GoCardless,2022-02-08,United Kingdom,London,Fintech,"Accel, Passion Capital, Balderton Capital",2.1,51.5072,-0.1275,primary,10979000.0,1826645935,2022
427,Forto,2021-06-21,Germany,Berlin,"Supply chain, logistics, & delivery","Cherry Ventures, Northzone Ventures, Global Founders Capital",2.1,52.5167,13.3833,primary,3644826.0,1276451290,2021
428,Jeeves,2022-03-14,United States,Orlando,Fintech,"Tencent Holdings, CRV, Clocktower Technology Ventures",2.1,28.4772,-81.3369,,1822394.0,1840015099,2022
429,Babel Finance,2022-05-25,Hong Kong,Hong Kong,Fintech,"Dragonfly Capital, BAI Capital, 10T Fund",2.0,22.305,114.185,primary,7347000.0,1344982653,2022
430,Trendy Group International,2012-02-13,Hong Kong,Hong Kong,Consumer & retail,L Capital Partners,2.0,22.305,114.185,primary,7347000.0,1344982653,2012
431,Avant,2012-12-17,United States,Chicago,Artificial Intelligence,"RRE Ventures, Tiger Global, August Capital",2.0,41.8373,-87.6862,,8604203.0,1840000494,2012
432,Tubatu.com,2015-03-09,China,Shenzhen,E-commerce & direct-to-consumer,"Sequoia Capital China, Matrix Partners China, 58.com",2.0,22.535,114.054,minor,15929000.0,1156158707,2015
433,BlaBlaCar,2015-09-16,France,Paris,Auto & transportation,"Accel Partners, Index Ventures, Insight Venture Partners",2.0,48.8566,2.3522,primary,11020000.0,1250015082,2015
434,HuiMin,2016-09-05,China,Beijing,E-commerce & direct-to-consumer,"Zheshang Venture Capital, GP Capital, Western Capital Management",2.0,39.905,116.3914,primary,19433000.0,1156228865,2016
435,Quora,2017-04-21,United States,Mountain View,Internet software & services,"Y Combinator, Matrix Partners, Benchmark",2.0,37.4,-122.0796,,82739.0,1840020332,2017
436,Improbable,2017-05-11,United Kingdom,London,Other,"Andreessen Horowitz, SoftBank Group, Temasek Holdings",1.0,51.5072,-0.1275,primary,10979000.0,1826645935,2017
437,Preferred Networks,2018-05-17,Japan,Tokyo,Artificial Intelligence,"Toyota Motor Corporation, Mizuho Financial Group, FANUC",2.0,35.6897,139.6922,primary,37977000.0,1392685764,2018
438,Formlabs,2018-08-01,United States,Somerville,Hardware,"Pitango Venture Capital, DFJ Growth Fund, Foundry Group",2.0,42.3908,-71.1013,,81360.0,1840003123,2018
439,4Paradigm,2018-12-19,China,Beijing,Artificial Intelligence,"Sequoia Capital China, China Construction Bank, Bank of China",2.0,39.905,116.3914,primary,19433000.0,1156228865,2018
440,Calm,2019-02-06,United States,San Francisco,Consumer & retail,"Insight Venture Partners, TPG Growth, Sound Ventures",2.0,37.7562,-122.443,,3592294.0,1840021543,2019
441,Kaseya,2019-03-27,United States,Miami,Cybersecurity,"Insight Partners, TPG Alternative & Renewable Technologies, Ireland Strategic Investment Fund",2.0,25.7839,-80.2102,,6445545.0,1840015149,2019
442,Mafengwo,2019-05-23,China,Beijing,Travel,"Qiming Venture Partners, Capital Today, General Atlantic",2.0,39.905,116.3914,primary,19433000.0,1156228865,2019
443,Druva,2019-06-20,United States,Sunnyvale,Data management & analytics,"Nexus Venture Partners, Tenaya Capital, Sequoia Capital",2.0,37.3836,-122.0256,,152703.0,1840021573,2019
444,Kujiale,2019-10-25,China,Hangzhou,Internet software & services,"GGV Capital, IDG Capital, Linear Venture",2.0,30.25,120.1675,admin,6446000.0,1156275243,2019
445,AppsFlyer,2020-01-21,United States,San Francisco,Mobile & telecommunications,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital",2.0,37.7562,-122.443,,3592294.0,1840021543,2020
446,Keep,2020-05-19,China,Beijing,Mobile & telecommunications,"Bertelsmann Asia Investments, GGV Capital, Morningside Venture Capital",2.0,39.905,116.3914,primary,19433000.0,1156228865,2020
447,Redis Labs,2020-08-25,United States,Mountain View,Data management & analytics,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures",2.0,37.4,-122.0796,,82739.0,1840020332,2020
448,Xingyun Group,2020-09-24,China,Shenzhen,E-commerce & direct-to-consumer,"Matrix Partners China, Eastern Bell Capital, Hongtai Capital Holdings",2.0,22.535,114.054,minor,15929000.0,1156158707,2020
449,Unqork,2020-10-06,United States,New York,Fintech,"Blackrock, capitalG, World Lab Innovation",2.0,40.6943,-73.9249,,18713220.0,1840034016,2020
450,Virta Health,2020-12-02,United States,San Francisco,Health,"Caffeinated Capital, Obvious Ventures, Venrock",2.0,37.7562,-122.443,,3592294.0,1840021543,2020
451,ISN,2020-12-17,United States,Dallas,"Supply chain, logistics, & delivery",Blackstone,2.0,32.7936,-96.7662,,5743938.0,1840019440,2020
452,Earnix,2021-02-21,Israel,Givatayim,Fintech,"Jerusalem Venture Partners, Israel Growth Partners, Insight Partners",2.0,32.0697,34.8117,,59518.0,1376739486,2021
453,Guoquan Shihui,2021-03-17,China,Shanghai,Consumer & retail,"Tiantu Capital, CMB International Capital, Vision Knight Capital",2.0,31.1667,121.4667,admin,22120000.0,1156073548,2021
454,Clearco,2021-04-20,Canada,Toronto,Fintech,"Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners",2.0,43.7417,-79.3733,,5429524.0,1124279679,2021
455,Hive,2021-04-21,United States,San Francisco,Artificial Intelligence,"Tomales Bay Capital, Bain & Company, General Catalyst",2.0,37.7562,-122.443,,3592294.0,1840021543,2021
456,KRY,2021-04-27,Sweden,Stockholm,Health,"Index Ventures, Creandum, Accel",2.0,59.3294,18.0686,primary,972647.0,1752425602,2021
457,Kajabi,2021-05-04,United States,Irvine,Internet software & services,"Meritech Capital Partners, Tiger Global Management, Spectrum Equity",2.0,33.6772,-117.7738,,287401.0,1840019325,2021
458,Ethos,2021-05-11,United States,San Francisco,Fintech,"Sequoia Capital, Google Ventures, Accel",2.7,37.7562,-122.443,,3592294.0,1840021543,2021
459,PayFit,2022-01-06,United Kingdom,London,Fintech,"Accel, frst, Kima Ventures",2.1,51.5072,-0.1275,primary,10979000.0,1826645935,2022
460,Beisen,2021-05-11,China,Beijing,Internet software & services,"Matrix Partners China, Sequoia Capital China, Genesis Capital",2.0,39.905,116.3914,primary,19433000.0,1156228865,2021
461,Pipe,2021-05-19,United States,Miami,Fintech,"next47, MaC Venture Capital, FinVC",2.0,25.7839,-80.2102,,6445545.0,1840015149,2021
462,Iterable,2021-06-15,United States,San Francisco,Internet software & services,"CRV, Blue Cloud Ventures, Index Ventures",2.0,37.7562,-122.443,,3592294.0,1840021543,2021
463,Bunq,2021-06-18,Netherlands,Amsterdam,Fintech,Undisclosed,2.0,52.3667,4.8833,primary,862965.0,1528355309,2021
464,Clip,2021-06-10,Mexico,Mexico City,Fintech,"Alta Ventures Mexico, General Atlantic, SoftBank Group",2.0,19.4333,-99.1333,primary,20996000.0,1484247881,2021
465,Loggi,2019-06-05,Brazil,Sao Paulo,"Supply chain, logistics, & delivery","Qualcomm Ventures, SoftBank Group. Monashees+",2.0,-23.5504,-46.6339,admin,22046000.0,1076532519,2019
466,MURAL,2021-07-20,United States,San Francisco,Internet software & services,"Insight Partners, Tiger Global Management, Gradient Ventures",2.0,37.7562,-122.443,,3592294.0,1840021543,2021
467,Pagaya,2020-06-17,Israel,Tel Aviv-Yafo,Fintech,"Oak HC/FT Partners, GF Investments, Harvey Golub Family Office",2.0,32.08,34.78,admin,451523.0,1376401542,2020
468,OCSiAl,2019-03-04,Luxembourg,Esch-sur-Alzette,Other,"A&NN, Rusnano",2.0,49.4969,5.9806,admin,36228.0,1442192663,2019
469,XtalPi,2021-08-11,China,Shenzhen,Artificial Intelligence,"Tencent Holdings, 5Y Capital, Sequoia Capital China",2.0,22.535,114.054,minor,15929000.0,1156158707,2021
470,Divvy Homes,2021-08-13,United States,San Francisco,Fintech,"Andreessen Horowitz, Caffeinated Capital, SciFi VC",2.0,37.7562,-122.443,,3592294.0,1840021543,2021
471,Apeel Sciences,2020-05-26,United States,Goleta,Other,"Upfront Ventures, Tao Capital Partners, Andreessen Horowitz",2.0,34.436,-119.8596,,30911.0,1840001783,2020
472,Opay,2021-08-23,Nigeria,Lagos,Fintech,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China",2.0,6.45,3.4,minor,15279000.0,1566593751,2021
473,Aviatrix,2021-09-08,United States,Santa Clara,Internet software & services,"Ignition Partners, Formation 8, CRV",2.0,37.3645,-121.968,,130365.0,1840021571,2021
474,SmartNews,2019-08-05,Japan,Tokyo,Mobile & telecommunications,"Japan Post Capital, Globis Capital Partners, Atomico",2.0,35.6897,139.6922,primary,37977000.0,1392685764,2019
